PMID,search_term,search_type
11314315,aspirin,Drug
11313997,aspirin,Drug
11311759,aspirin,Drug
11311545,aspirin,Drug
11311480,aspirin,Drug
11310652,aspirin,Drug
11310519,aspirin,Drug
11310470,aspirin,Drug
11310466,aspirin,Drug
11309549,aspirin,Drug
11309281,aspirin,Drug
11307804,aspirin,Drug
11307125,aspirin,Drug
11306525,aspirin,Drug
11306340,aspirin,Drug
11306048,aspirin,Drug
11305984,aspirin,Drug
11305980,aspirin,Drug
11305688,aspirin,Drug
11305529,aspirin,Drug
11304521,aspirin,Drug
11304104,aspirin,Drug
11303759,aspirin,Drug
11303474,aspirin,Drug
11303325,aspirin,Drug
11303189,aspirin,Drug
11303005,aspirin,Drug
11302880,aspirin,Drug
11301836,aspirin,Drug
11301411,aspirin,Drug
11301175,aspirin,Drug
11300655,aspirin,Drug
11300652,aspirin,Drug
11300465,aspirin,Drug
11300433,aspirin,Drug
11300432,aspirin,Drug
11300428,aspirin,Drug
11300374,aspirin,Drug
11300235,aspirin,Drug
11299072,aspirin,Drug
11297912,aspirin,Drug
11297839,aspirin,Drug
11297152,aspirin,Drug
11297035,aspirin,Drug
11295956,aspirin,Drug
11295690,aspirin,Drug
11295097,aspirin,Drug
11294804,aspirin,Drug
11293642,aspirin,Drug
11293635,aspirin,Drug
11293624,aspirin,Drug
11293143,aspirin,Drug
11292188,aspirin,Drug
11291642,aspirin,Drug
11291339,aspirin,Drug
11290638,aspirin,Drug
11290595,aspirin,Drug
11290593,aspirin,Drug
11290402,aspirin,Drug
11288852,aspirin,Drug
11288329,aspirin,Drug
11287034,aspirin,Drug
11286806,aspirin,Drug
11286524,aspirin,Drug
11286478,aspirin,Drug
11286312,aspirin,Drug
11286309,aspirin,Drug
11286154,aspirin,Drug
11285780,aspirin,Drug
11285042,aspirin,Drug
11285041,aspirin,Drug
11284783,aspirin,Drug
11284261,aspirin,Drug
11283971,aspirin,Drug
11282915,aspirin,Drug
11282902,aspirin,Drug
11281631,aspirin,Drug
11281569,aspirin,Drug
11281477,aspirin,Drug
11281181,aspirin,Drug
11280695,aspirin,Drug
11280684,aspirin,Drug
11280681,aspirin,Drug
11280139,aspirin,Drug
11280112,aspirin,Drug
11279966,aspirin,Drug
11279381,aspirin,Drug
11278846,aspirin,Drug
11278710,aspirin,Drug
11278299,aspirin,Drug
11278041,aspirin,Drug
11276761,aspirin,Drug
11276361,aspirin,Drug
11276281,aspirin,Drug
11276157,aspirin,Drug
11275921,aspirin,Drug
11275883,aspirin,Drug
11274933,aspirin,Drug
11274862,aspirin,Drug
11274811,aspirin,Drug
11274623,aspirin,Drug
11273998,aspirin,Drug
11273534,aspirin,Drug
11273322,aspirin,Drug
11273312,aspirin,Drug
11273013,aspirin,Drug
11272320,aspirin,Drug
11270976,aspirin,Drug
11270958,aspirin,Drug
11270643,aspirin,Drug
11270159,aspirin,Drug
11270132,aspirin,Drug
11270130,aspirin,Drug
11270129,aspirin,Drug
11270127,aspirin,Drug
11270126,aspirin,Drug
11269903,aspirin,Drug
11269792,aspirin,Drug
11269170,aspirin,Drug
11269134,aspirin,Drug
11268570,aspirin,Drug
11268133,aspirin,Drug
11267722,aspirin,Drug
11267718,aspirin,Drug
11266200,aspirin,Drug
11266025,aspirin,Drug
11263151,aspirin,Drug
11263004,aspirin,Drug
11262590,aspirin,Drug
11261903,aspirin,Drug
11260845,aspirin,Drug
11260843,aspirin,Drug
11260841,aspirin,Drug
11260838,aspirin,Drug
11260389,aspirin,Drug
11260277,aspirin,Drug
11260168,aspirin,Drug
11260147,aspirin,Drug
11259991,aspirin,Drug
11259566,aspirin,Drug
11259548,aspirin,Drug
11259508,aspirin,Drug
11259497,aspirin,Drug
11259143,aspirin,Drug
11258659,aspirin,Drug
11258649,aspirin,Drug
11258605,aspirin,Drug
11257460,aspirin,Drug
11257268,aspirin,Drug
11257075,aspirin,Drug
11256778,aspirin,Drug
11256491,aspirin,Drug
11256349,aspirin,Drug
11256345,aspirin,Drug
11255995,aspirin,Drug
11255478,aspirin,Drug
11254909,aspirin,Drug
11254841,aspirin,Drug
11254191,aspirin,Drug
11253939,aspirin,Drug
11253856,aspirin,Drug
11253741,aspirin,Drug
11253266,aspirin,Drug
11231774,aspirin,Drug
11231708,aspirin,Drug
11252122,aspirin,Drug
11252118,aspirin,Drug
11252112,aspirin,Drug
11252006,aspirin,Drug
11251957,aspirin,Drug
11251623,aspirin,Drug
11251618,aspirin,Drug
11251416,aspirin,Drug
11251362,aspirin,Drug
11251355,aspirin,Drug
11251354,aspirin,Drug
11251338,aspirin,Drug
11251332,aspirin,Drug
11251129,aspirin,Drug
11250982,aspirin,Drug
11250961,aspirin,Drug
11250858,aspirin,Drug
11249967,aspirin,Drug
11249905,aspirin,Drug
11249723,aspirin,Drug
11249526,aspirin,Drug
11249510,aspirin,Drug
11249493,aspirin,Drug
11249482,aspirin,Drug
11248498,aspirin,Drug
11248289,aspirin,Drug
11248284,aspirin,Drug
11248083,aspirin,Drug
11247918,aspirin,Drug
11247885,aspirin,Drug
11247442,aspirin,Drug
11247015,aspirin,Drug
11246597,aspirin,Drug
11246553,aspirin,Drug
11246536,aspirin,Drug
11246343,aspirin,Drug
11246058,aspirin,Drug
11245644,aspirin,Drug
11245463,aspirin,Drug
11245405,aspirin,Drug
11245096,aspirin,Drug
11244821,aspirin,Drug
11244807,aspirin,Drug
11244692,aspirin,Drug
11244207,aspirin,Drug
11244206,aspirin,Drug
11244200,aspirin,Drug
11244023,aspirin,Drug
11242599,aspirin,Drug
11241124,aspirin,Drug
11241122,aspirin,Drug
11240968,aspirin,Drug
11240091,aspirin,Drug
11239649,aspirin,Drug
11239227,aspirin,Drug
11239205,aspirin,Drug
11239184,aspirin,Drug
11238602,aspirin,Drug
11238289,aspirin,Drug
11238189,aspirin,Drug
11238116,aspirin,Drug
11236168,aspirin,Drug
11235048,aspirin,Drug
11234849,aspirin,Drug
11234723,aspirin,Drug
11234591,aspirin,Drug
11234463,aspirin,Drug
11234456,aspirin,Drug
11234449,aspirin,Drug
11233483,aspirin,Drug
11232987,aspirin,Drug
11232150,aspirin,Drug
11231885,aspirin,Drug
11231647,aspirin,Drug
11230592,aspirin,Drug
11229414,aspirin,Drug
11229224,aspirin,Drug
11228592,aspirin,Drug
11228543,aspirin,Drug
11228335,aspirin,Drug
11228114,aspirin,Drug
11227622,aspirin,Drug
11227615,aspirin,Drug
11226931,aspirin,Drug
11226331,aspirin,Drug
11225937,aspirin,Drug
11225462,aspirin,Drug
11225347,aspirin,Drug
11225315,aspirin,Drug
11221654,aspirin,Drug
11221592,aspirin,Drug
11222491,aspirin,Drug
11219568,aspirin,Drug
11219401,aspirin,Drug
11219276,aspirin,Drug
11219137,aspirin,Drug
11218076,aspirin,Drug
11216981,aspirin,Drug
11216966,aspirin,Drug
11216961,aspirin,Drug
11216953,aspirin,Drug
11216738,aspirin,Drug
11216310,aspirin,Drug
11216085,aspirin,Drug
11215734,aspirin,Drug
11215376,aspirin,Drug
11214788,aspirin,Drug
11214765,aspirin,Drug
11214746,aspirin,Drug
11214741,aspirin,Drug
11214740,aspirin,Drug
11214498,aspirin,Drug
11214088,aspirin,Drug
11213865,aspirin,Drug
11213864,aspirin,Drug
11213859,aspirin,Drug
11213594,aspirin,Drug
11213233,aspirin,Drug
11213128,aspirin,Drug
11213110,aspirin,Drug
11212810,aspirin,Drug
11212358,aspirin,Drug
11211927,aspirin,Drug
11211445,aspirin,Drug
11211167,aspirin,Drug
11210860,aspirin,Drug
11209983,aspirin,Drug
11209981,aspirin,Drug
11209977,aspirin,Drug
11209540,aspirin,Drug
11206589,aspirin,Drug
11206351,aspirin,Drug
11205894,aspirin,Drug
11205720,aspirin,Drug
11205285,aspirin,Drug
11205147,aspirin,Drug
11205092,aspirin,Drug
11204588,aspirin,Drug
11204450,aspirin,Drug
11203441,aspirin,Drug
11203347,aspirin,Drug
11203132,aspirin,Drug
11203062,aspirin,Drug
11202630,aspirin,Drug
11201627,aspirin,Drug
11201449,aspirin,Drug
11201024,aspirin,Drug
11201021,aspirin,Drug
11200792,aspirin,Drug
11200312,aspirin,Drug
11200307,aspirin,Drug
11199661,aspirin,Drug
11199481,aspirin,Drug
11198412,aspirin,Drug
11197445,aspirin,Drug
11197440,aspirin,Drug
11197285,aspirin,Drug
11196735,aspirin,Drug
11195834,aspirin,Drug
11195468,aspirin,Drug
11195467,aspirin,Drug
11195221,aspirin,Drug
11194887,aspirin,Drug
11194489,aspirin,Drug
11194071,aspirin,Drug
11193462,aspirin,Drug
11193458,aspirin,Drug
11193434,aspirin,Drug
11192944,aspirin,Drug
11192938,aspirin,Drug
11192932,aspirin,Drug
11192746,aspirin,Drug
11192476,aspirin,Drug
11192454,aspirin,Drug
11192453,aspirin,Drug
11191738,aspirin,Drug
11191119,aspirin,Drug
11191007,aspirin,Drug
11190906,aspirin,Drug
11190017,aspirin,Drug
11189874,aspirin,Drug
11189873,aspirin,Drug
11189406,aspirin,Drug
11189013,aspirin,Drug
11188506,aspirin,Drug
11188419,aspirin,Drug
11187951,aspirin,Drug
11187950,aspirin,Drug
11187927,aspirin,Drug
11187425,aspirin,Drug
11185674,aspirin,Drug
11184597,aspirin,Drug
11184130,aspirin,Drug
11183421,aspirin,Drug
11208677,aspirin,Drug
11208484,aspirin,Drug
11208475,aspirin,Drug
11208046,aspirin,Drug
11207865,aspirin,Drug
11207080,aspirin,Drug
11182625,aspirin,Drug
11182624,aspirin,Drug
11182552,aspirin,Drug
11182190,aspirin,Drug
11182189,aspirin,Drug
11182101,aspirin,Drug
11181942,aspirin,Drug
11181457,aspirin,Drug
11180504,aspirin,Drug
11180079,aspirin,Drug
11179557,aspirin,Drug
11179543,aspirin,Drug
11179539,aspirin,Drug
11179521,aspirin,Drug
11179262,aspirin,Drug
11179252,aspirin,Drug
11178116,aspirin,Drug
11177721,aspirin,Drug
11177336,aspirin,Drug
11176840,aspirin,Drug
11175159,aspirin,Drug
11174869,aspirin,Drug
11174336,aspirin,Drug
11174333,aspirin,Drug
11174332,aspirin,Drug
11174044,aspirin,Drug
11173047,aspirin,Drug
11172556,aspirin,Drug
11171873,aspirin,Drug
11171808,aspirin,Drug
11171767,aspirin,Drug
11171476,aspirin,Drug
11170635,aspirin,Drug
11170020,aspirin,Drug
11168423,aspirin,Drug
11167878,aspirin,Drug
11166741,aspirin,Drug
11166698,aspirin,Drug
11166006,aspirin,Drug
11166005,aspirin,Drug
11166004,aspirin,Drug
11166003,aspirin,Drug
11166002,aspirin,Drug
11166001,aspirin,Drug
11165993,aspirin,Drug
11165987,aspirin,Drug
11165986,aspirin,Drug
11165971,aspirin,Drug
11165959,aspirin,Drug
11165958,aspirin,Drug
11165125,aspirin,Drug
11164772,aspirin,Drug
11164122,aspirin,Drug
11163773,aspirin,Drug
11163537,aspirin,Drug
11161949,aspirin,Drug
11161130,aspirin,Drug
11161072,aspirin,Drug
11160773,aspirin,Drug
11160764,aspirin,Drug
11160645,aspirin,Drug
11159655,aspirin,Drug
11159653,aspirin,Drug
11159585,aspirin,Drug
11159224,aspirin,Drug
11158211,aspirin,Drug
11158202,aspirin,Drug
11157686,aspirin,Drug
11157665,aspirin,Drug
11157652,aspirin,Drug
11157651,aspirin,Drug
11157649,aspirin,Drug
11157646,aspirin,Drug
11157642,aspirin,Drug
11157179,aspirin,Drug
11157173,aspirin,Drug
10755416,aspirin,Drug
10755123,aspirin,Drug
10753983,aspirin,Drug
10753982,aspirin,Drug
10753426,aspirin,Drug
10753272,aspirin,Drug
10753166,aspirin,Drug
10752855,aspirin,Drug
10752830,aspirin,Drug
10751801,aspirin,Drug
10751796,aspirin,Drug
10751795,aspirin,Drug
10751791,aspirin,Drug
11156591,aspirin,Drug
11156123,aspirin,Drug
11156107,aspirin,Drug
11155862,aspirin,Drug
11154773,aspirin,Drug
11154121,aspirin,Drug
11153897,aspirin,Drug
11153776,aspirin,Drug
11153757,aspirin,Drug
11153187,aspirin,Drug
11153137,aspirin,Drug
11152927,aspirin,Drug
11152174,aspirin,Drug
11152169,aspirin,Drug
11151063,aspirin,Drug
11150390,aspirin,Drug
11149165,aspirin,Drug
11148396,aspirin,Drug
11146008,aspirin,Drug
11145949,aspirin,Drug
11145946,aspirin,Drug
11145657,aspirin,Drug
11145489,aspirin,Drug
11145135,aspirin,Drug
11144064,aspirin,Drug
11143194,aspirin,Drug
11142949,aspirin,Drug
11142665,aspirin,Drug
11142556,aspirin,Drug
11142470,aspirin,Drug
11141472,aspirin,Drug
11141463,aspirin,Drug
11141394,aspirin,Drug
11141146,aspirin,Drug
11140544,aspirin,Drug
11139946,aspirin,Drug
11139803,aspirin,Drug
11139802,aspirin,Drug
11139799,aspirin,Drug
11139755,aspirin,Drug
11139754,aspirin,Drug
11139832,aspirin,Drug
11139789,aspirin,Drug
11138871,aspirin,Drug
11138826,aspirin,Drug
11137875,aspirin,Drug
11137827,aspirin,Drug
11137180,aspirin,Drug
11136685,aspirin,Drug
11136681,aspirin,Drug
11136483,aspirin,Drug
11136272,aspirin,Drug
11134820,aspirin,Drug
11133598,aspirin,Drug
11133489,aspirin,Drug
11133488,aspirin,Drug
11133261,aspirin,Drug
11133173,aspirin,Drug
11133170,aspirin,Drug
11133059,aspirin,Drug
11132397,aspirin,Drug
24185223,aspirin,Drug
21318829,aspirin,Drug
11132180,aspirin,Drug
11132179,aspirin,Drug
11130812,aspirin,Drug
11130213,aspirin,Drug
11129967,aspirin,Drug
11129685,aspirin,Drug
11129683,aspirin,Drug
11129682,aspirin,Drug
11129129,aspirin,Drug
11128825,aspirin,Drug
11128679,aspirin,Drug
11128344,aspirin,Drug
11127934,aspirin,Drug
11127889,aspirin,Drug
11127812,aspirin,Drug
11127540,aspirin,Drug
11127441,aspirin,Drug
11126806,aspirin,Drug
11125325,aspirin,Drug
11124191,aspirin,Drug
11124014,aspirin,Drug
11123078,aspirin,Drug
11123068,aspirin,Drug
11123003,aspirin,Drug
11122816,aspirin,Drug
11122732,aspirin,Drug
11122547,aspirin,Drug
11122218,aspirin,Drug
11121916,aspirin,Drug
11121721,aspirin,Drug
11121712,aspirin,Drug
11119474,aspirin,Drug
11119465,aspirin,Drug
11118805,aspirin,Drug
11117061,aspirin,Drug
11115060,aspirin,Drug
11113724,aspirin,Drug
11113275,aspirin,Drug
11113273,aspirin,Drug
11112909,aspirin,Drug
11110439,aspirin,Drug
11110429,aspirin,Drug
11109595,aspirin,Drug
11109590,aspirin,Drug
11109530,aspirin,Drug
11109035,aspirin,Drug
11108437,aspirin,Drug
11105330,aspirin,Drug
11104403,aspirin,Drug
11103860,aspirin,Drug
11103800,aspirin,Drug
11102560,aspirin,Drug
11102255,aspirin,Drug
11102246,aspirin,Drug
11100995,aspirin,Drug
11100597,aspirin,Drug
11100003,aspirin,Drug
11099714,aspirin,Drug
11098859,aspirin,Drug
11098837,aspirin,Drug
11098561,aspirin,Drug
11098344,aspirin,Drug
11097324,aspirin,Drug
11097175,aspirin,Drug
11097131,aspirin,Drug
11096182,aspirin,Drug
11096181,aspirin,Drug
11095567,aspirin,Drug
11095326,aspirin,Drug
11094641,aspirin,Drug
11094585,aspirin,Drug
11094533,aspirin,Drug
11094489,aspirin,Drug
11094241,aspirin,Drug
11093859,aspirin,Drug
11093849,aspirin,Drug
11096758,aspirin,Drug
11096755,aspirin,Drug
11096701,aspirin,Drug
11096699,aspirin,Drug
11096641,aspirin,Drug
11096633,aspirin,Drug
11096570,aspirin,Drug
11096540,aspirin,Drug
11096528,aspirin,Drug
11096521,aspirin,Drug
11096509,aspirin,Drug
11096508,aspirin,Drug
11096507,aspirin,Drug
11096506,aspirin,Drug
11096490,aspirin,Drug
11096473,aspirin,Drug
11093808,aspirin,Drug
11093786,aspirin,Drug
11093779,aspirin,Drug
11093623,aspirin,Drug
11093393,aspirin,Drug
11093076,aspirin,Drug
11092646,aspirin,Drug
11092104,aspirin,Drug
11092100,aspirin,Drug
11092090,aspirin,Drug
11092088,aspirin,Drug
11091278,aspirin,Drug
11091136,aspirin,Drug
11091033,aspirin,Drug
11090796,aspirin,Drug
11090488,aspirin,Drug
11090066,aspirin,Drug
11089716,aspirin,Drug
11087546,aspirin,Drug
11087472,aspirin,Drug
11086472,aspirin,Drug
11086366,aspirin,Drug
11086200,aspirin,Drug
11085962,aspirin,Drug
11085996,aspirin,Drug
11085769,aspirin,Drug
11085396,aspirin,Drug
11085346,aspirin,Drug
11085216,aspirin,Drug
11084002,aspirin,Drug
11083703,aspirin,Drug
11083517,aspirin,Drug
11083205,aspirin,Drug
11082214,aspirin,Drug
11081619,aspirin,Drug
11081555,aspirin,Drug
11081446,aspirin,Drug
11080732,aspirin,Drug
11080561,aspirin,Drug
11080519,aspirin,Drug
11080051,aspirin,Drug
11079784,aspirin,Drug
11079093,aspirin,Drug
11078760,aspirin,Drug
11078261,aspirin,Drug
11078229,aspirin,Drug
11078056,aspirin,Drug
11078050,aspirin,Drug
11077509,aspirin,Drug
11076987,aspirin,Drug
11076821,aspirin,Drug
11076818,aspirin,Drug
11076406,aspirin,Drug
11076320,aspirin,Drug
11076127,aspirin,Drug
11076126,aspirin,Drug
11076125,aspirin,Drug
11076124,aspirin,Drug
11075249,aspirin,Drug
11074790,aspirin,Drug
11074741,aspirin,Drug
11074734,aspirin,Drug
11073861,aspirin,Drug
11073508,aspirin,Drug
11073495,aspirin,Drug
11072866,aspirin,Drug
11071979,aspirin,Drug
11071800,aspirin,Drug
11071799,aspirin,Drug
11071448,aspirin,Drug
11071121,aspirin,Drug
11070996,aspirin,Drug
11070977,aspirin,Drug
11070665,aspirin,Drug
11070567,aspirin,Drug
11070509,aspirin,Drug
11070399,aspirin,Drug
11070137,aspirin,Drug
11069475,aspirin,Drug
11069316,aspirin,Drug
11067794,aspirin,Drug
11067652,aspirin,Drug
11067257,aspirin,Drug
11064689,aspirin,Drug
11064069,aspirin,Drug
11063279,aspirin,Drug
11063206,aspirin,Drug
11063142,aspirin,Drug
11063090,aspirin,Drug
11063089,aspirin,Drug
11062772,aspirin,Drug
11062744,aspirin,Drug
11061614,aspirin,Drug
11061022,aspirin,Drug
11060915,aspirin,Drug
11060912,aspirin,Drug
11060829,aspirin,Drug
11060697,aspirin,Drug
11060682,aspirin,Drug
11060542,aspirin,Drug
11060172,aspirin,Drug
11059504,aspirin,Drug
11059472,aspirin,Drug
11058813,aspirin,Drug
11058172,aspirin,Drug
11057859,aspirin,Drug
11057296,aspirin,Drug
11056852,aspirin,Drug
11056230,aspirin,Drug
11055820,aspirin,Drug
11055001,aspirin,Drug
11054909,aspirin,Drug
11054628,aspirin,Drug
11054619,aspirin,Drug
11054616,aspirin,Drug
11054500,aspirin,Drug
11055059,aspirin,Drug
11054089,aspirin,Drug
11054084,aspirin,Drug
11054082,aspirin,Drug
11053697,aspirin,Drug
11053626,aspirin,Drug
11053009,aspirin,Drug
11052918,aspirin,Drug
11052437,aspirin,Drug
11052171,aspirin,Drug
11050785,aspirin,Drug
11050260,aspirin,Drug
11049913,aspirin,Drug
11048991,aspirin,Drug
11048903,aspirin,Drug
11048830,aspirin,Drug
11048646,aspirin,Drug
11048560,aspirin,Drug
11048470,aspirin,Drug
11048407,aspirin,Drug
11046058,aspirin,Drug
11044785,aspirin,Drug
11044478,aspirin,Drug
11044431,aspirin,Drug
11044427,aspirin,Drug
11044413,aspirin,Drug
11043841,aspirin,Drug
11042974,aspirin,Drug
11042924,aspirin,Drug
11042623,aspirin,Drug
11041911,aspirin,Drug
11041801,aspirin,Drug
11041607,aspirin,Drug
11041416,aspirin,Drug
11040851,aspirin,Drug
11040535,aspirin,Drug
11039549,aspirin,Drug
11039546,aspirin,Drug
11039083,aspirin,Drug
11037712,aspirin,Drug
11035439,aspirin,Drug
11035430,aspirin,Drug
11035427,aspirin,Drug
11035355,aspirin,Drug
11034940,aspirin,Drug
11034710,aspirin,Drug
11034610,aspirin,Drug
11034327,aspirin,Drug
11033138,aspirin,Drug
11035270,aspirin,Drug
11032446,aspirin,Drug
11032071,aspirin,Drug
11031773,aspirin,Drug
11031221,aspirin,Drug
11031220,aspirin,Drug
11030528,aspirin,Drug
11030522,aspirin,Drug
11030275,aspirin,Drug
11029831,aspirin,Drug
11029317,aspirin,Drug
11029017,aspirin,Drug
11028936,aspirin,Drug
11028728,aspirin,Drug
11028656,aspirin,Drug
11028507,aspirin,Drug
11028152,aspirin,Drug
11027933,aspirin,Drug
11027305,aspirin,Drug
11026496,aspirin,Drug
11026451,aspirin,Drug
11026200,aspirin,Drug
11025787,aspirin,Drug
11025170,aspirin,Drug
11025138,aspirin,Drug
11024588,aspirin,Drug
11024400,aspirin,Drug
11023318,aspirin,Drug
11023245,aspirin,Drug
11022909,aspirin,Drug
11022366,aspirin,Drug
11022270,aspirin,Drug
11022215,aspirin,Drug
11022121,aspirin,Drug
11022110,aspirin,Drug
11022059,aspirin,Drug
11021993,aspirin,Drug
11021165,aspirin,Drug
11021070,aspirin,Drug
11020910,aspirin,Drug
11020401,aspirin,Drug
11020393,aspirin,Drug
11019669,aspirin,Drug
11018808,aspirin,Drug
11018244,aspirin,Drug
11016281,aspirin,Drug
11016198,aspirin,Drug
11016021,aspirin,Drug
11016012,aspirin,Drug
11014724,aspirin,Drug
11014461,aspirin,Drug
11013037,aspirin,Drug
11012753,aspirin,Drug
11012429,aspirin,Drug
11012184,aspirin,Drug
11012117,aspirin,Drug
11011319,aspirin,Drug
11010752,aspirin,Drug
11010751,aspirin,Drug
11010750,aspirin,Drug
11010749,aspirin,Drug
11010748,aspirin,Drug
11009481,aspirin,Drug
11009476,aspirin,Drug
11009265,aspirin,Drug
11009111,aspirin,Drug
11008594,aspirin,Drug
11008263,aspirin,Drug
11007580,aspirin,Drug
11007221,aspirin,Drug
11007051,aspirin,Drug
11006510,aspirin,Drug
11006203,aspirin,Drug
11005941,aspirin,Drug
11005934,aspirin,Drug
11005932,aspirin,Drug
11005037,aspirin,Drug
11004968,aspirin,Drug
11004967,aspirin,Drug
11004966,aspirin,Drug
11002557,aspirin,Drug
11002460,aspirin,Drug
11001908,aspirin,Drug
11001188,aspirin,Drug
10999979,aspirin,Drug
10999494,aspirin,Drug
10999492,aspirin,Drug
10997663,aspirin,Drug
10997290,aspirin,Drug
10996941,aspirin,Drug
10995866,aspirin,Drug
10995862,aspirin,Drug
10995525,aspirin,Drug
10995215,aspirin,Drug
10994937,aspirin,Drug
10994831,aspirin,Drug
10994695,aspirin,Drug
10994063,aspirin,Drug
10993886,aspirin,Drug
10992570,aspirin,Drug
10992569,aspirin,Drug
10992567,aspirin,Drug
10992565,aspirin,Drug
10992564,aspirin,Drug
10992557,aspirin,Drug
10992556,aspirin,Drug
10992548,aspirin,Drug
10992546,aspirin,Drug
10992545,aspirin,Drug
10992168,aspirin,Drug
10991981,aspirin,Drug
10992560,aspirin,Drug
10992544,aspirin,Drug
10991594,aspirin,Drug
10990299,aspirin,Drug
10989672,aspirin,Drug
10989590,aspirin,Drug
10989387,aspirin,Drug
10989252,aspirin,Drug
10988074,aspirin,Drug
10989388,aspirin,Drug
10987821,aspirin,Drug
10987600,aspirin,Drug
10987588,aspirin,Drug
10987587,aspirin,Drug
10986527,aspirin,Drug
10987586,aspirin,Drug
10987582,aspirin,Drug
10985268,aspirin,Drug
10984551,aspirin,Drug
10983889,aspirin,Drug
10983857,aspirin,Drug
10983754,aspirin,Drug
10983738,aspirin,Drug
10983733,aspirin,Drug
10983682,aspirin,Drug
10983350,aspirin,Drug
10982225,aspirin,Drug
10981955,aspirin,Drug
10981847,aspirin,Drug
10981295,aspirin,Drug
10981220,aspirin,Drug
10981087,aspirin,Drug
10981043,aspirin,Drug
10980984,aspirin,Drug
10980980,aspirin,Drug
10980905,aspirin,Drug
10980903,aspirin,Drug
10980874,aspirin,Drug
10980872,aspirin,Drug
10980841,aspirin,Drug
10980827,aspirin,Drug
10980590,aspirin,Drug
10980354,aspirin,Drug
10981909,aspirin,Drug
10981908,aspirin,Drug
10979696,aspirin,Drug
10979640,aspirin,Drug
10979639,aspirin,Drug
10979112,aspirin,Drug
10979111,aspirin,Drug
10979057,aspirin,Drug
10977379,aspirin,Drug
10977131,aspirin,Drug
10977106,aspirin,Drug
10976713,aspirin,Drug
10976519,aspirin,Drug
10976370,aspirin,Drug
10976163,aspirin,Drug
10975485,aspirin,Drug
10974346,aspirin,Drug
10974199,aspirin,Drug
10973767,aspirin,Drug
10973761,aspirin,Drug
10973679,aspirin,Drug
10973674,aspirin,Drug
10973371,aspirin,Drug
10972630,aspirin,Drug
10972594,aspirin,Drug
10972068,aspirin,Drug
10972014,aspirin,Drug
10971209,aspirin,Drug
10970818,aspirin,Drug
10970676,aspirin,Drug
10973341,aspirin,Drug
10973334,aspirin,Drug
10970439,aspirin,Drug
10968910,aspirin,Drug
10968832,aspirin,Drug
10968818,aspirin,Drug
10968413,aspirin,Drug
10967492,aspirin,Drug
10967156,aspirin,Drug
20086658,aspirin,Drug
19667532,aspirin,Drug
19667530,aspirin,Drug
10966583,aspirin,Drug
10966552,aspirin,Drug
10966456,aspirin,Drug
10966165,aspirin,Drug
10966004,aspirin,Drug
10965556,aspirin,Drug
10965183,aspirin,Drug
10964725,aspirin,Drug
10964669,aspirin,Drug
10963905,aspirin,Drug
10963792,aspirin,Drug
10963764,aspirin,Drug
10963290,aspirin,Drug
10963260,aspirin,Drug
10963222,aspirin,Drug
10963221,aspirin,Drug
10963220,aspirin,Drug
10963219,aspirin,Drug
10963218,aspirin,Drug
10963217,aspirin,Drug
10963216,aspirin,Drug
10963215,aspirin,Drug
10962911,aspirin,Drug
10961965,aspirin,Drug
10961964,aspirin,Drug
10961957,aspirin,Drug
10961715,aspirin,Drug
10961664,aspirin,Drug
10961582,aspirin,Drug
10961474,aspirin,Drug
10959694,aspirin,Drug
10959070,aspirin,Drug
10958050,aspirin,Drug
10956601,aspirin,Drug
10956369,aspirin,Drug
10956311,aspirin,Drug
10956241,aspirin,Drug
10955761,aspirin,Drug
10955728,aspirin,Drug
10955064,aspirin,Drug
10954569,aspirin,Drug
10954260,aspirin,Drug
10954001,aspirin,Drug
10953179,aspirin,Drug
10952837,aspirin,Drug
10952836,aspirin,Drug
10952835,aspirin,Drug
10952950,aspirin,Drug
10952521,aspirin,Drug
10951751,aspirin,Drug
10951654,aspirin,Drug
10950040,aspirin,Drug
10949814,aspirin,Drug
10947917,aspirin,Drug
10947177,aspirin,Drug
10946977,aspirin,Drug
10946089,aspirin,Drug
10946063,aspirin,Drug
10946047,aspirin,Drug
10945524,aspirin,Drug
10945376,aspirin,Drug
10945202,aspirin,Drug
10944976,aspirin,Drug
10944971,aspirin,Drug
10944100,aspirin,Drug
10943671,aspirin,Drug
10943584,aspirin,Drug
10943332,aspirin,Drug
10943103,aspirin,Drug
10942736,aspirin,Drug
10942685,aspirin,Drug
10942739,aspirin,Drug
10941915,aspirin,Drug
10941692,aspirin,Drug
10941626,aspirin,Drug
10940116,aspirin,Drug
10939996,aspirin,Drug
10939307,aspirin,Drug
10938895,aspirin,Drug
10938889,aspirin,Drug
10938881,aspirin,Drug
10938689,aspirin,Drug
10938183,aspirin,Drug
10938172,aspirin,Drug
10937986,aspirin,Drug
10937978,aspirin,Drug
10937957,aspirin,Drug
10937604,aspirin,Drug
10937472,aspirin,Drug
10936986,aspirin,Drug
10936664,aspirin,Drug
10936477,aspirin,Drug
10936219,aspirin,Drug
10935778,aspirin,Drug
10935670,aspirin,Drug
10935427,aspirin,Drug
10935148,aspirin,Drug
10934462,aspirin,Drug
10933569,aspirin,Drug
10933477,aspirin,Drug
10933370,aspirin,Drug
10933083,aspirin,Drug
10930986,aspirin,Drug
10929935,aspirin,Drug
10929277,aspirin,Drug
10931804,aspirin,Drug
